id,language,sentence,tokenized_sentence,expression,category,indices
3838,tr,Çimlerin üstüne bastıklarını görünce tepemin tası attı.,"['Çimlerin', 'üstüne', 'bastıklarını', 'görünce', 'tepemin', 'tası', 'attı', '.']",üstünden atmak,literal,[-1]
3839,tr,Tüm zamanını oyun oynamaya harcayarak parasını kazanıyor.,"['Tüm', 'zamanını', 'oyun', 'oynamaya', 'harcayarak', 'parasını', 'kazanıyor', '.']",zaman kazanmak,literal,[-1]
3840,tr,Öne sürdüğün şey nedir?,"['Öne', 'sürdüğün', 'şey', 'nedir', '?']",öne sürmek,idiomatic,"[0, 1]"
3841,tr,Başa geçen nerden geldiğini unutuyor.,"['Başa', 'geçen', 'nerden', 'geldiğini', 'unutuyor', '.']",başa geçmek,idiomatic,"[0, 1]"
3842,tr,İşe önden başlayarak zaman kazandı.,"['İşe', 'önden', 'başlayarak', 'zaman', 'kazandı', '.']",zaman kazanmak,idiomatic,"[3, 4]"
3843,tr,Altı çizilen konular önemlidir.,"['Altı', 'çizilen', 'konular', 'önemlidir', '.']",altını çizmek,literal,[-1]
3844,tr,O kadar şeyi sayıp döktüm yine de rahatlayamadım.,"['O', 'kadar', 'şeyi', 'sayıp', 'döktüm', 'yine', 'de', 'rahatlayamadım', '.']",sayıp dökmek,idiomatic,"[3, 4]"
3845,tr,Sahnenin ortasından çıktım.,"['Sahnenin', 'ortasından', 'çıktım', '.']",ortaya çıkmak,literal,[-1]
3846,tr,Koşul öne sürme bir eylemin gerçekleşmesini başka bir eyleme bağlamaktır.,"['Koşul', 'öne', 'sürme', 'bir', 'eylemin', 'gerçekleşmesini', 'başka', 'bir', 'eyleme', 'bağlamaktır', '.']",öne sürmek,idiomatic,"[1, 2]"
3847,tr,Meydana gelen bu doğa olayları bize gelecekle ilgili büyük işaretler veriyor.,"['Meydana', 'gelen', 'bu', 'doğa', 'olayları', 'bize', 'gelecekle', 'ilgili', 'büyük', 'işaretler', 'veriyor', '.']",meydana gelmek,idiomatic,"[0, 1]"
3848,tr,Bu küçük işler hayatında büyük izler mi bırakacak?,"['Bu', 'küçük', 'işler', 'hayatında', 'büyük', 'izler', 'mi', 'bırakacak', '?']",iz bırakmak,idiomatic,"[5, 7]"
3849,tr,Bu gece tüm zamanı mı  Dodiom üzerinde vakit geçirerek öldürdüm,"['Bu', 'gece', 'tüm', 'zamanı', 'mı', 'Dodiom', 'üzerinde', 'vakit', 'geçirerek', 'öldürdüm']",zaman öldürmek,idiomatic,"[3, 9]"
3850,tr,Dondurmanin içi erimiş,"['Dondurmanin', 'içi', 'erimiş']",içi erimek,literal,[-1]
3851,tr,Zamanı gelince kazanılan bu başarıları herkese anlatacağım.,"['Zamanı', 'gelince', 'kazanılan', 'bu', 'başarıları', 'herkese', 'anlatacağım', '.']",zaman kazanmak,literal,[-1]
3852,tr,Patlayan volkandan çıkan lavlar karşı köylerden net bir şekilde izleniyordu.,"['Patlayan', 'volkandan', 'çıkan', 'lavlar', 'karşı', 'köylerden', 'net', 'bir', 'şekilde', 'izleniyordu', '.']",karşı çıkmak,literal,[-1]
3853,tr,Kötülükleri tek tek sayarak ortaya döktüm.,"['Kötülükleri', 'tek', 'tek', 'sayarak', 'ortaya', 'döktüm', '.']",sayıp dökmek,idiomatic,"[3, 5]"
3854,tr,Halkın nabzının tutulduğu programımıza hoş geldiniz.,"['Halkın', 'nabzının', 'tutulduğu', 'programımıza', 'hoş', 'geldiniz', '.']",nabzını tutmak,idiomatic,"[1, 2]"
3855,tr,Yemeğin üstüne bi sütlaç alırım,"['Yemeğin', 'üstüne', 'bi', 'sütlaç', 'alırım']",üstüne almak,literal,[-1]
3856,tr,Yetenekli elleriyle oyundaki tüm bölümleri açtı,"['Yetenekli', 'elleriyle', 'oyundaki', 'tüm', 'bölümleri', 'açtı']",el açmak,literal,[-1]
3857,tr,Açmış olan çiçekler elime alınca soldu,"['Açmış', 'olan', 'çiçekler', 'elime', 'alınca', 'soldu']",el açmak,literal,[-1]
3858,tr,Kaza vücudunda iz bıraktı,"['Kaza', 'vücudunda', 'iz', 'bıraktı']",iz bırakmak,literal,[-1]
3859,tr,"Hiç kimseye el açacak değiliz, paramız var çok şükür.","['Hiç', 'kimseye', 'el', 'açacak', 'değiliz', ',', 'paramız', 'var', 'çok', 'şükür', '.']",el açmak,idiomatic,"[2, 3]"
3860,tr,Ahirette hesabını nasıl vereceksin?,"['Ahirette', 'hesabını', 'nasıl', 'vereceksin', '?']",hesap vermek,idiomatic,"[1, 3]"
3861,tr,Öğrencilik yıllarımda az mı el açtım.,"['Öğrencilik', 'yıllarımda', 'az', 'mı', 'el', 'açtım', '.']",el açmak,idiomatic,"[4, 5]"
3862,tr,Yardıma ihtiyaç olduğunu görünce kolları sıvadı.,"['Yardıma', 'ihtiyaç', 'olduğunu', 'görünce', 'kolları', 'sıvadı', '.']",kolları sıvamak,idiomatic,"[4, 5]"
3863,tr,İleri sürdüğüm hiçbir fikri beğenmedi.,"['İleri', 'sürdüğüm', 'hiçbir', 'fikri', 'beğenmedi', '.']",ileri sürmek,idiomatic,"[0, 1]"
3864,tr,Oyun oynayarak saatlerce zaman öldürdü.,"['Oyun', 'oynayarak', 'saatlerce', 'zaman', 'öldürdü', '.']",zaman öldürmek,idiomatic,"[3, 4]"
3865,tr,Martıyı öne doğru sürerken arabalara ve insanlara hiç dikkat etmiyordu.,"['Martıyı', 'öne', 'doğru', 'sürerken', 'arabalara', 've', 'insanlara', 'hiç', 'dikkat', 'etmiyordu', '.']",öne sürmek,literal,[-1]
3866,tr,"O mektubu senin yazdığını öğrenirse, ayvayı yersin, benden söylemesi.","['O', 'mektubu', 'senin', 'yazdığını', 'öğrenirse', ',', 'ayvayı', 'yersin', ',', 'benden', 'söylemesi', '.']",ayvayı yemek,idiomatic,"[6, 7]"
3867,tr,Benim için bu işi basamak yaptı.,"['Benim', 'için', 'bu', 'işi', 'basamak', 'yaptı', '.']",basamak yapmak,idiomatic,"[4, 5]"
3868,tr,Karşı çıkılan düşünceyi ben de savunuyordum.,"['Karşı', 'çıkılan', 'düşünceyi', 'ben', 'de', 'savunuyordum', '.']",karşı çıkmak,idiomatic,"[0, 1]"
3869,tr,Aç çocuklar görünce içi eridi.,"['Aç', 'çocuklar', 'görünce', 'içi', 'eridi', '.']",içi erimek,idiomatic,"[3, 4]"
3870,tr,El açması börek yaptım.,"['El', 'açması', 'börek', 'yaptım', '.']",el açmak,literal,[-1]
3871,tr,"Onu zamansız kaybettik, bize çok şey kazandırmıştı.","['Onu', 'zamansız', 'kaybettik', ',', 'bize', 'çok', 'şey', 'kazandırmıştı', '.']",zaman kazanmak,literal,[-1]
3872,tr,Doğum günüm için özel olarak aldığım elbisenin üstüne kahve döküldü,"['Doğum', 'günüm', 'için', 'özel', 'olarak', 'aldığım', 'elbisenin', 'üstüne', 'kahve', 'döküldü']",üstüne almak,literal,[-1]
3873,tr,"Sıkı durun, siparişlerim kargoya verilmiş!","['Sıkı', 'durun', ',', 'siparişlerim', 'kargoya', 'verilmiş', '!']",sıkı durmak,literal,[-1]
3874,tr,yüzü bile kızarmadan üste çıkmaya çalıştı,"['yüzü', 'bile', 'kızarmadan', 'üste', 'çıkmaya', 'çalıştı']",üste çıkmak,idiomatic,"[3, 4]"
3875,tr,Daha fazla bu konu üzerinde durmak istemiyorum,"['Daha', 'fazla', 'bu', 'konu', 'üzerinde', 'durmak', 'istemiyorum']",üzerinde durmak,idiomatic,"[4, 5]"
3876,tr,Sıkı dur çok önemli bir şey söyleyeceğim.,"['Sıkı', 'dur', 'çok', 'önemli', 'bir', 'şey', 'söyleyeceğim', '.']",sıkı durmak,idiomatic,"[0, 1]"
3877,tr,"Lütfen herkes yerlerini alsın, gösteri başlıyor.","['Lütfen', 'herkes', 'yerlerini', 'alsın', ',', 'gösteri', 'başlıyor', '.']",yer almak,literal,[-1]
3878,tr,İndirim çadırında insanlar kıyafet alabilmek için üst üste çıkıyordu,"['İndirim', 'çadırında', 'insanlar', 'kıyafet', 'alabilmek', 'için', 'üst', 'üste', 'çıkıyordu']",üste çıkmak,literal,[-1]
3879,tr,Mumun içi yavaçşa eridi.,"['Mumun', 'içi', 'yavaçşa', 'eridi', '.']",içi erimek,literal,[-1]
3880,tr,Dekana karşı çıkma cesaretini okuduğun o kitaplardan mı alıyorsun sen?,"['Dekana', 'karşı', 'çıkma', 'cesaretini', 'okuduğun', 'o', 'kitaplardan', 'mı', 'alıyorsun', 'sen', '?']",karşı çıkmak,idiomatic,"[1, 2]"
3881,tr,Olay akşam üzeri meydana geldi diyorlar.,"['Olay', 'akşam', 'üzeri', 'meydana', 'geldi', 'diyorlar', '.']",meydana gelmek,idiomatic,"[3, 4]"
3882,tr,Kablonun dışı erimiş neyse ki içi sağlam.,"['Kablonun', 'dışı', 'erimiş', 'neyse', 'ki', 'içi', 'sağlam', '.']",içi erimek,literal,[-1]
3883,tr,Bugüne kadar ortaya koyduğunu ne var ki?,"['Bugüne', 'kadar', 'ortaya', 'koyduğunu', 'ne', 'var', 'ki', '?']",ortaya koymak,idiomatic,"[2, 3]"
3884,tr,Eliyle yerden aldığı defteri hızlıca çantasına attı.,"['Eliyle', 'yerden', 'aldığı', 'defteri', 'hızlıca', 'çantasına', 'attı', '.']",ele almak,literal,[-1]
3885,tr,20 yıldır sıkı durun diyorlar da hala kurtulamadık.,"['20', 'yıldır', 'sıkı', 'durun', 'diyorlar', 'da', 'hala', 'kurtulamadık', '.']",sıkı durmak,idiomatic,"[2, 3]"
3886,tr,Zamanla kazandığın programlama dillerinin bir önemi kalmıyor.,"['Zamanla', 'kazandığın', 'programlama', 'dillerinin', 'bir', 'önemi', 'kalmıyor', '.']",zaman kazanmak,literal,[-1]
3887,tr,Saya döke bitiremedi.,"['Saya', 'döke', 'bitiremedi', '.']",sayıp dökmek,idiomatic,"[0, 1]"
3888,tr,Sorunlara karşı sıkı durmak zorunda hissediyor kendini,"['Sorunlara', 'karşı', 'sıkı', 'durmak', 'zorunda', 'hissediyor', 'kendini']",sıkı durmak,idiomatic,"[2, 3]"
3889,tr,Bu yemeğin üstüne bir kahve alsak fena olmaz.,"['Bu', 'yemeğin', 'üstüne', 'bir', 'kahve', 'alsak', 'fena', 'olmaz', '.']",üstüne almak,literal,[-1]
3890,tr,Altını çizerek belirtmek isterim ki hata yaptınız,"['Altını', 'çizerek', 'belirtmek', 'isterim', 'ki', 'hata', 'yaptınız']",altını çizmek,idiomatic,"[0, 1]"
3891,tr,El temizliğini göz önüne almalıyız.,"['El', 'temizliğini', 'göz', 'önüne', 'almalıyız', '.']",ele almak,literal,[-1]
3892,tr,Gece uyurken yorgunluğu üstünden atmış.,"['Gece', 'uyurken', 'yorgunluğu', 'üstünden', 'atmış', '.']",üstünden atmak,idiomatic,"[3, 4]"
3893,tr,Bugün sahilde oturduğumuz yer çok rüzgar alıyordu.,"['Bugün', 'sahilde', 'oturduğumuz', 'yer', 'çok', 'rüzgar', 'alıyordu', '.']",yer almak,literal,[-1]
3894,tr,Abim zamanında kazandığı parayı biriktirmediği için pişman.,"['Abim', 'zamanında', 'kazandığı', 'parayı', 'biriktirmediği', 'için', 'pişman', '.']",zaman kazanmak,literal,[-1]
3895,tr,El mi açacaksın her düştüğünde herkese,"['El', 'mi', 'açacaksın', 'her', 'düştüğünde', 'herkese']",el açmak,idiomatic,"[0, 2]"
3896,tr,Elini elimin üstüne koyunca çok heyecanlandım,"['Elini', 'elimin', 'üstüne', 'koyunca', 'çok', 'heyecanlandım']",el koymak,literal,[-1]
3897,tr,Elimizde ne kaldı aç göster.,"['Elimizde', 'ne', 'kaldı', 'aç', 'göster', '.']",el açmak,literal,[-1]
3898,tr,Utanmadan üst üste 3 tane daha mavi almış,"['Utanmadan', 'üst', 'üste', '3', 'tane', 'daha', 'mavi', 'almış']",üstüne almak,literal,[-1]
3899,tr,araba kaldırıma çıkınca karşıdan polisin de geldiğini görünce panikledi.,"['araba', 'kaldırıma', 'çıkınca', 'karşıdan', 'polisin', 'de', 'geldiğini', 'görünce', 'panikledi', '.']",karşı çıkmak,literal,[-1]
3900,tr,Sıkı dur yolcu ve öyle gir.,"['Sıkı', 'dur', 'yolcu', 've', 'öyle', 'gir', '.']",sıkı durmak,idiomatic,"[0, 1]"
3901,tr,Hasta bakıcı nabız nasıl tutulur bilmiyordu,"['Hasta', 'bakıcı', 'nabız', 'nasıl', 'tutulur', 'bilmiyordu']",nabzını tutmak,literal,[-1]
3902,tr,Uzay aracı bulutların üstüne çıkarak gözden kayboldu,"['Uzay', 'aracı', 'bulutların', 'üstüne', 'çıkarak', 'gözden', 'kayboldu']",üste çıkmak,literal,[-1]
3903,tr,Bakanlığın başına geçmek her baba yiğidin harcı değil,"['Bakanlığın', 'başına', 'geçmek', 'her', 'baba', 'yiğidin', 'harcı', 'değil']",başa geçmek,idiomatic,"[1, 2]"
3904,tr,Meydana gelen olayları anlamak mümkün değildi.,"['Meydana', 'gelen', 'olayları', 'anlamak', 'mümkün', 'değildi', '.']",meydana gelmek,idiomatic,"[0, 1]"
3905,tr,Bir anda ortaya çıkıverdi.,"['Bir', 'anda', 'ortaya', 'çıkıverdi', '.']",ortaya çıkmak,literal,[-1]
3906,tr,Sahneye çıkan vekil alkışlarla karşılandı.,"['Sahneye', 'çıkan', 'vekil', 'alkışlarla', 'karşılandı', '.']",karşı çıkmak,literal,[-1]
3907,tr,Yerde al elmaları gördüm.,"['Yerde', 'al', 'elmaları', 'gördüm', '.']",yer almak,literal,[-1]
3908,tr,Beni bu iş için basamak mi yapacaksınız?,"['Beni', 'bu', 'iş', 'için', 'basamak', 'mi', 'yapacaksınız', '?']",basamak yapmak,idiomatic,"[4, 6]"
3909,tr,Aldığı yeri beğenmeyerek zararına satacağını açıkladı.,"['Aldığı', 'yeri', 'beğenmeyerek', 'zararına', 'satacağını', 'açıkladı', '.']",yer almak,literal,[-1]
3910,tr,"Merak etme yavrum oyuncağının dışı erimiş sadece içi sağlamdır, tamir edilir.","['Merak', 'etme', 'yavrum', 'oyuncağının', 'dışı', 'erimiş', 'sadece', 'içi', 'sağlamdır', ',', 'tamir', 'edilir', '.']",içi erimek,literal,[-1]
3911,tr,"Üst kattaki odalarımız bugün müsait, çıkın.","['Üst', 'kattaki', 'odalarımız', 'bugün', 'müsait', ',', 'çıkın', '.']",üste çıkmak,literal,[-1]
3912,tr,Ekrem İmamoğlu konuşmasında 29 Ekim Cumhuriyet bayramımızın önemine yer verdi.,"['Ekrem', 'İmamoğlu', 'konuşmasında', '29', 'Ekim', 'Cumhuriyet', 'bayramımızın', 'önemine', 'yer', 'verdi', '.']",yer vermek,idiomatic,"[8, 9]"
3913,tr,Hesabı verirken temassız kartını kullandı.,"['Hesabı', 'verirken', 'temassız', 'kartını', 'kullandı', '.']",hesap vermek,literal,[-1]
3914,tr,cep telefonunda arıza meydana geldi,"['cep', 'telefonunda', 'arıza', 'meydana', 'geldi']",meydana gelmek,idiomatic,"[3, 4]"
3915,tr,Üst üste gelen iyi haberler üzerimdeki kötü havayı attı.,"['Üst', 'üste', 'gelen', 'iyi', 'haberler', 'üzerimdeki', 'kötü', 'havayı', 'attı', '.']",üstünden atmak,literal,[-1]
3916,tr,Yine işleri üstünden atmayı başardı!,"['Yine', 'işleri', 'üstünden', 'atmayı', 'başardı', '!']",üstünden atmak,idiomatic,"[2, 3]"
3917,tr,O cümlesiyle herkese gözdağı vermeye çalıştığına parmağımı basarım.,"['O', 'cümlesiyle', 'herkese', 'gözdağı', 'vermeye', 'çalıştığına', 'parmağımı', 'basarım', '.']",parmak basmak,literal,[-1]
3918,tr,Çorapların o rengi sadece karşıdaki dükkanımızda satışa çıktı.,"['Çorapların', 'o', 'rengi', 'sadece', 'karşıdaki', 'dükkanımızda', 'satışa', 'çıktı', '.']",karşı çıkmak,literal,[-1]
3919,tr,Doktor parmak uçlarıyla yavaşça karnıma bastırmasına müthiş bir acı hissettim,"['Doktor', 'parmak', 'uçlarıyla', 'yavaşça', 'karnıma', 'bastırmasına', 'müthiş', 'bir', 'acı', 'hissettim']",parmak basmak,literal,[-1]
3920,tr,"Sütün kaymağını üstünden aldıktan sonra, kaymağını da tüket.","['Sütün', 'kaymağını', 'üstünden', 'aldıktan', 'sonra', ',', 'kaymağını', 'da', 'tüket', '.']",üstüne almak,literal,[-1]
3921,tr,Bana çabuk hesap vermelisin,"['Bana', 'çabuk', 'hesap', 'vermelisin']",hesap vermek,idiomatic,"[2, 3]"
3922,tr,Altını çizmek istediğim bir konu var,"['Altını', 'çizmek', 'istediğim', 'bir', 'konu', 'var']",altını çizmek,idiomatic,"[0, 1]"
3923,tr,Ailenin sana sürekli yalanlı söylediğini öğrenirsen; defterden aileni silebilir misin?,"['Ailenin', 'sana', 'sürekli', 'yalanlı', 'söylediğini', 'öğrenirsen', ';', 'defterden', 'aileni', 'silebilir', 'misin', '?']",defterden silmek,idiomatic,"[7, 9]"
3924,tr,Arabayı ileriye sürmen için önce vitesi değiştirmen lazım değil mi?,"['Arabayı', 'ileriye', 'sürmen', 'için', 'önce', 'vitesi', 'değiştirmen', 'lazım', 'değil', 'mi', '?']",ileri sürmek,literal,[-1]
3925,tr,açık artırmada üstüme çıkamadıkları için tabloyu ben aldım,"['açık', 'artırmada', 'üstüme', 'çıkamadıkları', 'için', 'tabloyu', 'ben', 'aldım']",üstüne almak,literal,[-1]
3926,tr,Tabakta kalan son ayvayı yedim.,"['Tabakta', 'kalan', 'son', 'ayvayı', 'yedim', '.']",ayvayı yemek,literal,[-1]
3927,tr,Çamur yerde iz bıraktı,"['Çamur', 'yerde', 'iz', 'bıraktı']",iz bırakmak,literal,[-1]
3928,tr,Zamanında öldürmedigim tilki koyunlarımi öldürdü,"['Zamanında', 'öldürmedigim', 'tilki', 'koyunlarımi', 'öldürdü']",zaman öldürmek,literal,[-1]
3929,tr,Bu programda bana da yer verdiğiniz için teşekkürler.,"['Bu', 'programda', 'bana', 'da', 'yer', 'verdiğiniz', 'için', 'teşekkürler', '.']",yer vermek,idiomatic,"[4, 5]"
3930,tr,Üstüne neden bu kadar çok iş alıyorsun?,"['Üstüne', 'neden', 'bu', 'kadar', 'çok', 'iş', 'alıyorsun', '?']",üstüne almak,idiomatic,"[0, 6]"
3931,tr,Elindeki plakları sayarken arkadaşı üzerine süt döktü.,"['Elindeki', 'plakları', 'sayarken', 'arkadaşı', 'üzerine', 'süt', 'döktü', '.']",sayıp dökmek,literal,[-1]
3932,tr,sıkı bağlanmış ipleri durmadan çözmeye çalışıyordu,"['sıkı', 'bağlanmış', 'ipleri', 'durmadan', 'çözmeye', 'çalışıyordu']",sıkı durmak,literal,[-1]
3933,tr,puanlamalara bakılırsa bu chatbot kullanıcıların nabzını çok iyi tutamıyor.,"['puanlamalara', 'bakılırsa', 'bu', 'chatbot', 'kullanıcıların', 'nabzını', 'çok', 'iyi', 'tutamıyor', '.']",nabzını tutmak,idiomatic,"[5, 8]"
3934,tr,Adım attığı bu hayatın başına ne gibi olaylar getireceğinden habersizdi.,"['Adım', 'attığı', 'bu', 'hayatın', 'başına', 'ne', 'gibi', 'olaylar', 'getireceğinden', 'habersizdi', '.']",adım atmak,idiomatic,"[0, 1]"
3935,tr,Surat asınca sıkı mı durduğunu zannediyorsun?,"['Surat', 'asınca', 'sıkı', 'mı', 'durduğunu', 'zannediyorsun', '?']",sıkı durmak,idiomatic,"[2, 4]"
3936,tr,Bu kadar felaketin üst üste yaşanmasının tesadüf olmadığı aklınızdan çıkmasın,"['Bu', 'kadar', 'felaketin', 'üst', 'üste', 'yaşanmasının', 'tesadüf', 'olmadığı', 'aklınızdan', 'çıkmasın']",üste çıkmak,literal,[-1]
3937,tr,Karşı çıkma sevdiklerine!,"['Karşı', 'çıkma', 'sevdiklerine', '!']",karşı çıkmak,idiomatic,"[0, 1]"
3938,tr,Eve gelir gelmez çoraplarını salonun ortasına atıyor.,"['Eve', 'gelir', 'gelmez', 'çoraplarını', 'salonun', 'ortasına', 'atıyor', '.']",ortaya atmak,literal,[-1]
3939,tr,"Sormadan duramayacağım, şu sıkı vücutlu antrenör nereye gitti?","['Sormadan', 'duramayacağım', ',', 'şu', 'sıkı', 'vücutlu', 'antrenör', 'nereye', 'gitti', '?']",sıkı durmak,literal,[-1]
3940,tr,Proje tamamlandığında Dodo'nun en iyi yaptığı şey karşı çıkmak olacak.,"['Proje', 'tamamlandığında', ""Dodo'nun"", 'en', 'iyi', 'yaptığı', 'şey', 'karşı', 'çıkmak', 'olacak', '.']",karşı çıkmak,idiomatic,"[7, 8]"
3941,tr,Anlatımda sayıp dökmelere yer verdi.,"['Anlatımda', 'sayıp', 'dökmelere', 'yer', 'verdi', '.']",sayıp dökmek,idiomatic,"[1, 2]"
3942,tr,"Elleri ellerime değsin, gözlerin gözlerime açılsın.","['Elleri', 'ellerime', 'değsin', ',', 'gözlerin', 'gözlerime', 'açılsın', '.']",el açmak,literal,[-1]
3943,tr,"Birinci vitese veya D konumuna geçiniz, direksiyon simidi döndürülünceye kadar bekleyiniz, sonra yavaşça ileri sürünüz.","['Birinci', 'vitese', 'veya', 'D', 'konumuna', 'geçiniz', ',', 'direksiyon', 'simidi', 'döndürülünceye', 'kadar', 'bekleyiniz', ',', 'sonra', 'yavaşça', 'ileri', 'sürünüz', '.']",ileri sürmek,literal,[-1]
3944,tr,Söylediğim bunca sözü üstüne mi aldın,"['Söylediğim', 'bunca', 'sözü', 'üstüne', 'mi', 'aldın']",üstüne almak,idiomatic,"[3, 5]"
3945,tr,Hızlı koştuğu için durup nabzına baktı ve elinde tuttuğu şişeden su içti.,"['Hızlı', 'koştuğu', 'için', 'durup', 'nabzına', 'baktı', 've', 'elinde', 'tuttuğu', 'şişeden', 'su', 'içti', '.']",nabzını tutmak,literal,[-1]
3946,tr,Tırmanış yaparken atılan her adımın yaşamsal bir önemi olduğu unutulmamalıdır.,"['Tırmanış', 'yaparken', 'atılan', 'her', 'adımın', 'yaşamsal', 'bir', 'önemi', 'olduğu', 'unutulmamalıdır', '.']",adım atmak,literal,[-1]
3947,tr,Sana verdiğim altınları kendi altın hesabına yatır.,"['Sana', 'verdiğim', 'altınları', 'kendi', 'altın', 'hesabına', 'yatır', '.']",hesap vermek,literal,[-1]
3948,tr,Atlarla karşı ormanda koşuya çıkalım,"['Atlarla', 'karşı', 'ormanda', 'koşuya', 'çıkalım']",karşı çıkmak,literal,[-1]
3949,tr,Bu yaptıklarının hesabını verebileceğinden emin misin?,"['Bu', 'yaptıklarının', 'hesabını', 'verebileceğinden', 'emin', 'misin', '?']",hesap vermek,idiomatic,"[2, 3]"
3950,tr,Kocasını kaybettikten sonra kimseye el açmamak için ev yapımı yiyecekler satmaya başladı.,"['Kocasını', 'kaybettikten', 'sonra', 'kimseye', 'el', 'açmamak', 'için', 'ev', 'yapımı', 'yiyecekler', 'satmaya', 'başladı', '.']",el açmak,idiomatic,"[4, 5]"
3951,tr,Başarıları sayesinde ilk sırada yerini aldı.,"['Başarıları', 'sayesinde', 'ilk', 'sırada', 'yerini', 'aldı', '.']",yer almak,idiomatic,"[4, 5]"
3952,tr,Ortamın nabzı nasıl tutulur ne bileyim ben?,"['Ortamın', 'nabzı', 'nasıl', 'tutulur', 'ne', 'bileyim', 'ben', '?']",nabzını tutmak,idiomatic,"[1, 3]"
3953,tr,Bebek yine hastalanacak diye içim eriyor.,"['Bebek', 'yine', 'hastalanacak', 'diye', 'içim', 'eriyor', '.']",içi erimek,idiomatic,"[4, 5]"
